Incident ID,Department,Officer Name,Off duty?,Officer Age,Officer Race/Ethnicity,Officer Gender,Post action
323,San Antonio PD,"Martin, Matthew #1140",,32,W,M,
324,San Antonio PD,"Arriaga, Melissa #0095",,31,H,M,
325,San Antonio PD,"Suarez, Jorge #4023",,46,H,M,
325,San Antonio PD,"Diaz, John #0637",,43,H,M,
325,San Antonio PD,"Elborne, Daniel #1122",,30,W,M,
325,San Antonio PD,"Larios, David #0202",,33,H,M,
326,San Antonio PD,"Orona, Johnny #926",,39,H,M,
327,San Antonio PD,"Moreno, Johnny #1180",,21,H,M,
327,San Antonio PD,"Reyes, Jesus #1125",,25,H,M,
328,San Antonio PD,"Ghiraldi, Maricela #0290",,33,H,F,
329,San Antonio PD,"Willborn, Donna #2310",Y,46,W,F,
330,San Antonio PD,"Quintanilla, Matthew #1607",,29,H,M,
331,San Antonio PD,"Contreras, Gregory #0550",,28,H,M,
332,San Antonio PD,"Quiroz, John #0738",,30,H,M,
332,San Antonio PD,"Morales, Gerard #0729",,30,H,M,
333,San Antonio PD,"Humble, Ethan #2177",,44,W,M,
334,San Antonio PD,"Rosas, Gabriel #0635",,30,H,M,
336,San Antonio PD,"Diaz, Leroy #1393",,27,H,M,
337,San Antonio PD,"Spiess, Leslie",,56,W,M,
338,San Antonio PD,"Summerville, Richard #1570",,34,W,M,
339,San Antonio PD,"Grogan, Michael #0440",,43,W,M,
340,San Antonio PD,"Luza, Ryan #0342",,35,W,M,
341,San Antonio PD,"Castaneda, Joe #1657",,34,H,M,
342,San Antonio PD,"Serratos, Jose #1214",,36,H,M,
343,San Antonio PD,"Smith, Jeff #2359",,48,W,M,
344,San Antonio PD,"Carrasco,Sarah #1690",,28,H,F,
345,San Antonio PD,"Chapa, Alejandro #0304",,25,H,M,
346,San Antonio PD,"Garza, Michael # 0092",Y,33,H,M,
347,San Antonio PD,"Garcia, Jacob # 182",,28,H,M,
348,San Antonio PD,"Flores, Antonio #1045",,41,H,M,
348,San Antonio PD,"Ferguson, Crystal # 115",,33,H,F,
349,San Antonio PD,"Elborne, Daniel #1122",,32,W,M,
350,San Antonio PD,"Ellis, Wintric # 293",,41,H,F,
350,San Antonio PD,"Armendariz, Paul #1501",,35,H,M,
350,San Antonio PD,"Salvador, Mena #1729",,26,H,M,
350,San Antonio PD,"Tullis, James #1576",,25,W,M,
351,San Antonio PD,"Arreola, N #0275",,31,H,M,
352,San Antonio PD,"Johnson, Christopher #1555",,27,B,M,
353,San Antonio PD,"Harris, S #32",,32,B,F,
355,San Antonio PD,"Robles, Matthew #1384",,32,H,M,
355,San Antonio PD,"Schmachtenberger, K. #1739",,24,W,M,
356,San Antonio PD,"Aguilar, Roberto #0004",,34,H,M,
356,San Antonio PD,"Meade, Yvette # 0683",,39,W,F,
357,San Antonio PD,"Higginbotham, Danny #0786",,46,W,M,
358,San Antonio PD,"Siemmens, Johnny #125",,32,W,M,
359,San Antonio PD,"Diaz, John #0637",,46,H,M,
361,San Antonio PD,"Medrano, Jessica #1725",,27,W,F,
362,San Antonio PD,"Robles, Matthew #1384",,32,H,M,
363,San Antonio PD,"Baron, Tina # 2431",,39,W,F,
363,San Antonio PD,"Kerawalla, Carl #2031",,42,O,M,
364,San Antonio PD,"Encina, Robert #973",Y,28,H,M,
365,San Antonio PD,"Silva, Joel #1598",,26,H,M,
366,San Antonio PD,"Ludwig, Billy # 368",,45,W,M,
367,San Antonio PD,"Moya, Alexander #521",,22,H,M,
368,San Antonio PD,Gorena #1664,,35,H,M,
369,San Antonio PD,"Luza, Ryan #2517",,34,W,M,
369,San Antonio PD,"Bedoy, Irma #1704",,34,H,F,
370,San Antonio PD,"Johnson, Christopher #1555",,29,B,M,
371,San Antonio PD,"Williamson, Kyle",,38,W,M,
372,San Antonio PD,"Hoggard, Johnathan",,28,B,M,
373,San Antonio PD,"Beumeler, Jesse",,28,W,M,
374,San Antonio PD,"Garcia, Michael #120",,26,H,M,
375,San Antonio PD,"Gallardo, Melissa #1485",,32,H,F,
376,San Antonio PD,"Grogan, Michael #0440",,46,W,M,
377,San Antonio PD,"Sendejo, William #2482",,42,H,M,
377,San Antonio PD,"Bishop, Carlos #2311",,36,B,M,
377,San Antonio PD,"Herrera, Rudy #2057",,56,H,M,
377,San Antonio PD,"Kory, Philip #2169",,44,W,M,
378,San Antonio PD,"Ayala, Robert # 0633",,29,H,M,
379,San Antonio PD,"Gllardo, Hector # 1551",,39,W,M,
380,San Antonio PD,"Olguin, Nancy #1560",,48,H,F,
381,San Antonio PD,"Jackson, Scott #2593",,33,W,M,
382,San Antonio PD,"Hernandez, C # 1722",,28,H,M,
383,San Antonio PD,"Noriega, Jesse #0989",,41,H,M,
384,San Antonio PD,"Wintric, Ellis # 2572",,44,B,M,
385,San Antonio PD,"Gonzalez, Fabian",,U,U,M,
385,San Antonio PD,"Valle,James",,U,U,M,
385,San Antonio PD,"Jones, T",,U,U,M,
386,San Antonio PD,"Williams, Eddie #0793",,57,B,M,
387,San Antonio PD,"Holland, Eddie # 0357",,54,B,M,
388,San Antonio PD,"Tuli, Gary #0517",,31,O,M,
389,Wichita Falls PD,"Schwartz, Marc",,U,U,M,
390,Wichita Falls PD,"Sheehan, Brian C",,41,W,M,
391,Wichita Falls PD,"Goins, Michael James",,33,W,M,
391,Wichita Falls PD,"Brown, Michael Lauvon JR",,39,W,M,
391,Wichita Falls PD,"Spragins, John Rivers",,41,W,M,
392,Wichita Falls PD,"Ricketts, John",,24,W,M,
393,Wichita Falls PD,"Ginger, Stephen Michael",,39,W,M,
394,Wichita Falls PD,"Nelson, Chad Earl",,40,W,M,
395,Wichita Falls PD,"Poole, Scott",,47,W,M,
396,Round Rock PD,Marc Gray,,42,W,M,
397,Round Rock PD,Tracy Lawrence,,32,W,F,
397,Round Rock PD,Noah Emanuelle Moncivais,,31,W,M,
398,Round Rock PD,Martin Anthony Flores,,38,W,U,
398,Round Rock PD,Aaron Ballew,,25,W,U,
398,Round Rock PD,Logan Harper-Hill,,40,W,U,
399,Abilene PD,David Cox,,U,U,U,
1001,Abilene PD,Unknown,,U,U,U,
400,Abilene PD,Gabriel Thompson,,33,W,M,
400,Abilene PD,Sterling Riddle,,22,W,M,
1000,Abilene PD,Unknown,,U,U,U,
401,Abilene PD,Jacob Weise,,U,U,U,
402,Abilene PD,Clay Grothe,,U,U,U,
402,Abilene PD,Mark Watson,,U,U,U,
402,Abilene PD,Randy Brown,,U,U,U,
402,Abilene PD,Chris Collins,,U,U,U,
402,Abilene PD,Joshua Ward,,U,U,U,
403,Abilene PD,Cory Davis,,U,U,U,
404,Abilene PD,Mary Guitar,,29,W,F,
404,Abilene PD,Aaron Campbell,,30,W,M,
405,Arlington PD,"Lawson, Stephen",,32,W,M,
405,Arlington PD,"Knight, Patrick",,34,W,M,
406,Arlington PD,"Grimmett, Richard",,54,W,M,
406,Arlington PD,"Adams, Cody",,32,B,M,
406,Arlington PD,"Crawford, Charles",,45,W,M,
407,Arlington PD,"Hernandez, Rick",,49,H,M,
407,Arlington PD,"Jensen, Katherine",,24,W,F,
408,Arlington PD,"Miller, James",,49,W,M,Fired
409,Arlington PD,"Andres, Sr, Thedrick (Duncansville PD)",Y,44,B,M,
410,Arlington PD,"Baker, Tracie",Y,40,B,F,
411,Arlington PD,"Koshy, Sajit",,24,A,M,
411,Arlington PD,"Gary, Damien",,29,B,M,16-hour Suspension
411,Arlington PD,"Avant, Marlon",,34,B,M,
412,Arlington PD,"McRay, Jason",,32,W,M,30-hour Suspension
413,Arlington PD,"Dockery, Christopher",,28,W,M,
414,Arlington PD,"Gilbert, Brandon",,28,W,M,
415,Arlington PD,"Zamora, Michael",,41,H,M,
416,Arlington PD,"Smith, Lance",,41,W,M,
417,Arlington PD,"Mohr, Jonathan",,38,W,M,
417,Arlington PD,"Dollar, Steven",,52,W,M,
418,Arlington PD,"Kemp, Fred II",,36,W,M,
419,Arlington PD,"Parks, Bryant (Crowley PD)",Y,43,B,M,
420,Arlington PD,"Wagoner, Derrick",,40,B,M,
421,Arlington PD,"Ruppert, Kevin",,39,W,M,Eight-hour Suspension
421,Arlington PD,"Kinkade, Sean",,25,W,M,16-hour Suspension
422,Arlington PD,"Mitchell, James",,35,B,M,
422,Arlington PD,"Brown, Charles",,30,W,M,
423,Arlington PD,"Scott, JW",,32,B,M,
424,Arlington PD,"Bill, William",,27,W,M,
425,Arlington PD,"Davis, Andrea",,27,W,F,
426,Houston PD,Casey Curry,Y,32,W,M,
427,Houston PD,Mark Alva,,47,H,M,
428,Houston PD,Justin Hayes,,27,W,M,
429,Houston PD,James Sanders,,35,W,M,
429,Houston PD,Travis Curtner,,40,W,M,
430,Houston PD,Steven Hamala,,52,W,M,
431,Houston PD,Hilario Torres,,49,H,M,
431,Houston PD,Christopher Rozek,,40,W,M,
431,Houston PD,Kerry Richards,,46,W,M,
431,Houston PD,Travis Curtner,,40,W,M,
431,Houston PD,James Sanders,,35,W,M,
432,Houston PD,Roderick Caldwell,,53,B,M,
433,Houston PD,John Yencha,Y,54,W,M,
434,Houston PD,Sean Rios,,41,H,M,
435,Houston PD,David Higgs,,23,W,M,Nine-day suspension
435,Houston PD,Mahmood Rafie-Gazani,,26,W,M,
436,Houston PD,Luis Salamanca,,29,H,M,
436,Houston PD,Michael Falcone,,25,W,M,
437,Houston PD,Robert Pilling,,28,W,M,
438,Houston PD,Oscar Ortega,,44,H,M,
439,Houston PD,Joseph Babineaux,Y,37,B,M,
440,Houston PD,Jaime Vargas,,34,H,M,
441,Houston PD,Christopher Meade,,31,W,M,
441,Houston PD,Luis Fuhlbrigge,,41,H,M,
442,Houston PD,Gary Heath,,47,W,M,
442,Houston PD,Meridith Campbell,,42,B,M,
443,Houston PD,Thomas Harris,Y,41,W,M,
444,Houston PD,Moises Rivera,,37,H,M,
445,Houston PD,Stephen Kutach,,52,W,M,
445,Houston PD,Justin Williams,,33,W,M,
445,Houston PD,Jose Gutierrez,,44,H,M,
446,Houston PD,Bradley Kohlhafer,,52,W,M,
446,Houston PD,Paul Steffenauer,,47,W,M,
447,Houston PD,Moises Rivera,Y,37,H,M,
448,Houston PD,Ruben Estrada,,37,H,M,
449,Houston PD,Roberto Gonzalez,,31,H,M,
449,Houston PD,Lee Ingle,,29,W,M,
450,Houston PD,David Sudderth,,41,H,M,
451,Houston PD,Carl Sanders,,52,W,M,
452,Houston PD,Mario Moreno,,28,H,M,
453,Houston PD,Brian Cheng,Y,35,O,M,10-day suspension
454,Houston PD,Kelly Huey,Y,45,W,M,
455,Houston PD,Wesley Blevins,Y,48,W,M,
456,Houston PD,Ramnik Saini,,29,O,M,
457,Houston PD,Luis Castillo,,29,H,M,
458,Houston PD,Luis Castillo,,29,H,M,
459,Houston PD,Alberto Pizana,,35,H,M,
460,Houston PD,Mario Montano,,29,H,M,
460,Houston PD,Joseph Pritchett,,31,B,M,
461,Houston PD,Sean Ratcliff,Y,29,W,M,
462,Houston PD,Christopher Massey,,46,W,M,
463,Houston PD,Kelly Huey,,45,W,M,
464,Houston PD,Charles Jones,,38,B,M,10-day suspension
465,Houston PD,Glin Whitehead,,43,B,M,
465,Houston PD,James Garris,,44,W,M,
466,Houston PD,Meridith Campbell,,42,B,M,
466,Houston PD,Kevin Arntz,,46,W,M,
467,Houston PD,Jeffrey Anderson,,43,W,M,
468,Houston PD,Francisco Rodriguez,,31,H,M,
468,Houston PD,Quang Vu,,26,O,M,
469,Houston PD,Corey Harrington,,28,W,M,
469,Houston PD,Robert Arriaga,,29,W,M,
470,Houston PD,Harold Trant,,41,W,M,
471,Houston PD,John Calhoun,,28,W,M,
472,Houston PD,Alton Baker,,31,W,M,
473,Houston PD,Emilio Reyes,Y,44,H,M,
474,Houston PD,Mark Contreras,,26,H,M,
475,Houston PD,Brenton Green,,47,B,M,Written reprimand
476,Houston PD,Eric Tewes,,37,W,M,
477,Houston PD,Shannon Scott,,33,B,M,
478,Houston PD,Erick Garza,,31,H,M,
479,Houston PD,Eugene Williams,,39,B,M,
480,Houston PD,Thuy Truong,,40,O,M,
481,Houston PD,Jorge Martinez,,39,H,M,
482,Houston PD,Stevon Fluitt,Y,36,B,M,
483,Houston PD,Steven Gallagher,,26,W,M,
484,Houston PD,Carl Rodriguez,Y,47,H,M,
485,Houston PD,Kristopher Lauro,,32,W,M,
486,Houston PD,James Johnson,Y,41,B,M,
487,Houston PD,John Calhoun,,27,W,M,
487,Houston PD,Dennis Hightower,,32,W,M,
488,Houston PD,Alfredo Garza,,22,H,M,
489,Houston PD,Juventino Castro,Y,33,H,M,
490,Houston PD,Patrick Woods,,27,W,M,
491,Houston PD,Derek Dexter,Y,39,H,M,
492,Houston PD,Medwin Wallace,,41,B,M,
493,Houston PD,Stephen Childers,,50,W,M,
494,Houston PD,Jorge Herrera,,28,H,M,One-day suspension
495,Houston PD,Alejandro Carmona,Y,33,H,M,Two-day suspension
496,Houston PD,Moises Rivera,,36,H,M,
497,Houston PD,Alfredo Garza,,22,H,M,
498,Houston PD,Jason Draycott,,53,W,M,
499,Houston PD,Jason Rosemon,,28,B,M,
500,Houston PD,Steven Hamala,,50,W,M,
501,Houston PD,Norman Escobar,,51,H,M,
502,Houston PD,Robert Gilchrest,,28,W,M,
502,Houston PD,Robert Rivas,,30,H,M,
502,Houston PD,Craig Frazzini,,29,W,M,
502,Houston PD,Vincent Zaunbrecher,,25,W,M,
503,Houston PD,Jeremy Medina,,23,H,M,
504,Houston PD,Brent Foltz,,42,W,M,
504,Houston PD,Jonathan Ngar,,43,O,M,
505,Houston PD,William Purser,,43,W,M,
506,Houston PD,Eric Newman,,47,W,M,
506,Houston PD,Mirella Alanis,,28,H,F,
507,Houston PD,George Potter,,42,H,M,
508,Houston PD,Moises Rivera,,35,H,M,
509,Houston PD,Raymond Mason,,28,W,M,
510,Houston PD,Alvin Steelman,Y,56,W,M,
511,Houston PD,Manuel Hernandez,Y,36,H,M,
512,Houston PD,Paul Wyssbrod,Y,33,W,M,
512,Houston PD,Daniel Murillo,Y,27,H,M,
513,Houston PD,Patrick Awomosu,,42,B,M,
514,Houston PD,Steven Hamala,,49,W,M,
514,Houston PD,Travis Warren,,42,W,M,
515,Houston PD,Donaciano Moreno,,44,H,M,
515,Houston PD,Joel Salazar,,39,H,M,
515,Houston PD,Erik Holland,,33,W,M,
516,Houston PD,Ferdinand Rodriguez,,47,H,M,
517,Houston PD,Jimmy Dodson,,26,W,M,
518,Houston PD,Bobby Russell,,44,B,M,
518,Houston PD,Salim Howze,,38,B,M,
519,Houston PD,Daniel Rivera,,27,H,M,
520,Houston PD,Kyle Mclaughlin,,29,W,M,
520,Houston PD,Sean Blevins,,29,W,M,
521,Houston PD,Diego Morelli,,30,H,M,
522,Houston PD,John Fisher,,36,W,M,
523,Houston PD,Bryan Bui,,28,O,M,
524,Houston PD,Jeremy Hicok,,33,W,M,
524,Houston PD,Edgar Campuzano,,28,H,M,
524,Houston PD,Luis Castillo,,27,H,M,
525,Houston PD,Garry Parker,Y,46,B,M,
526,Houston PD,Stephen Hope,,26,W,M,
527,Houston PD,Serguel Gromyko,Y,33,W,M,
528,Houston PD,Stephen McGee,Y,39,W,M,
529,Houston PD,Shannon Farquhar,,40,W,M,
530,Houston PD,Hector Ramirez,Y,40,H,M,
531,Houston PD,Jason Gomez,,28,W,M,
532,Houston PD,Juan Garcia,,23,H,M,
533,Houston PD,Christian Alonzo,,40,W,M,
534,Houston PD,Joseph Deugenio,,51,W,M,
534,Houston PD,Steven Hamala,,49,W,M,
535,Houston PD,Jason Rosemon,,27,B,M,
536,Houston PD,John Reyes,,30,H,M,
537,Houston PD,Matthew Marin,,29,H,M,
538,Houston PD,Patrina Briscoe,,45,B,F,
539,Houston PD,Dominique Moore,,26,B,M,
540,Houston PD,Christopher Meade,,28,W,M,
540,Houston PD,Christopher Levrier,,26,W,M,
540,Houston PD,Adam Smith,,29,W,M,
541,Houston PD,Jesse Seay,,28,W,M,
542,Houston PD,Juan Rincon,,33,H,M,
542,Houston PD,Brendan Morley,,28,W,M,
543,Houston PD,Michael Enriquez,,28,H,M,
544,Houston PD,Nelson Solomon,Y,22,B,M,
545,Houston PD,John McPhail,,51,W,M,
546,Houston PD,Ashton Bowie,,27,B,M,
547,Houston PD,Dion Gil,,31,H,M,
548,Houston PD,Nathaniel Alvarado,,26,H,M,
549,Houston PD,Jillian McGowan,,27,W,F,
550,Houston PD,Kirk Kemp,,52,W,M,
550,Houston PD,Alan Heddens,,45,W,M,
550,Houston PD,Carlton Fishback,,49,W,M,
550,Houston PD,William Peverill,,25,W,M,
551,Houston PD,Andrew Wright,,28,W,M,
552,Houston PD,Salim Howze,,38,B,M,
553,Houston PD,Steven Grimes,Y,41,B,M,
554,Houston PD,Arnoldo Chapa,,44,H,M,
554,Houston PD,Benjamin Leblanc,,27,W,M,
555,Houston PD,Kelvin Johnson,,50,B,M,
556,Houston PD,James Johnson,,39,B,M,
557,Houston PD,Sean Jordan,,28,W,M,
558,Houston PD,Chad Oates,,27,W,M,
558,Houston PD,Scott Nguyen,,27,O,M,
559,Houston PD,Marc Delacerda,,31,H,M,
559,Houston PD,Diego Morelli,,29,H,M,
560,Houston PD,Larry Bronikowski,,55,W,M,
560,Houston PD,Christopher Cayton,,40,W,M,
561,Houston PD,Jeffrey Rexroad,,32,W,M,
562,Houston PD,Ricardo Perez,,27,H,M,
563,Houston PD,Nick Baines,,45,B,M,
564,Houston PD,Wesley Blevins,,45,W,M,
564,Houston PD,Brett Graham,,26,W,M,
565,Houston PD,Moises Rivera,,34,H,M,
566,Houston PD,Charles Jones,,36,B,M,
567,Houston PD,Roosevelt Johnson,,30,B,M,
568,Houston PD,Lee Ingle,,26,W,M,
569,Houston PD,Juan Ramirez,Y,34,H,M,
570,Houston PD,Julio Lopez,Y,29,H,M,
571,Houston PD,Myron Dillingham,Y,44,B,M,
572,Houston PD,Curtis Hampton,,48,B,M,
573,Houston PD,William Lacy,,39,U,M,
574,Houston PD,Arnoldo Chapa,,43,H,M,
575,Houston PD,Steven Brown,Y,39,B,M,
576,Houston PD,Allan Cantos,,39,O,M,
576,Houston PD,Hugh Lam,,39,O,M,
577,Houston PD,Jordan Greenhaw,,29,W,M,
578,Houston PD,Richard Kamperman,,33,W,M,
579,Houston PD,Iola Simpson,,49,B,F,
580,Houston PD,Lisa Wright,Y,26,W,F,
581,Houston PD,Joseph Oliver,,39,W,M,
582,Houston PD,Julio Cruz,,33,H,M,
583,Houston PD,Gregory Clark,,32,W,M,
584,Houston PD,Benjamin Leblanc,,26,W,M,
585,Houston PD,Charles Hightower,,27,W,M,
586,Houston PD,Douglas Griffith,,42,W,M,
587,Houston PD,Richard Pedraza,,51,H,M,
587,Houston PD,Shane Harvey,,30,H,M,
588,Houston PD,Amna Ali,,25,O,F,
589,Houston PD,Donald Hamilton,Y,53,B,M,
590,Houston PD,Jordan Greenhaw,,29,W,M,
591,Houston PD,Trammell Mcknight,,34,B,F,
592,Houston PD,Neil Maurer,,43,W,M,
593,Houston PD,Alberto Elizondo,,35,H,M,
594,Houston PD,Fernando Meza,,24,H,M,
594,Houston PD,Timothy Moore,,35,W,M,
594,Houston PD,Christopher Thompson,,33,B,M,
594,Houston PD,Brandon Smith,,31,B,M,
595,Houston PD,Rudy Deleon,,25,H,M,
596,Houston PD,Benjamin Leblanc,,26,W,M,
597,Houston PD,Steven Bryant,,37,B,M,
598,Houston PD,Nainash Patel,,39,O,M,
598,Houston PD,William Rios,,49,H,M,
598,Houston PD,Marshum Sinegal,,39,B,M,
599,Houston PD,Jose Coronado,,37,W,M,30-day suspension
600,Houston PD,Raul Abdala,,35,H,M,
601,Houston PD,Timothy Goemans,,37,W,M,
602,Houston PD,Clinton Edwards,,28,W,M,
603,Houston PD,Dong Hoang,,34,O,M,
604,Houston PD,Meridith Campbell,,38,B,M,
604,Houston PD,Roderick Gibson,,28,B,M,
605,Houston PD,Richard Mccusker,,39,W,M,
605,Houston PD,Mark Scales,,53,W,M,
606,Houston PD,Christian Dorton,,26,W,M,
607,Houston PD,Stephen Casko,,42,W,M,
608,Houston PD,Adam Linton,,26,W,M,
609,Houston PD,Brandon Baker,,32,W,M,
609,Houston PD,Julian Rodriguez,,34,H,M,
610,Houston PD,Moises Rivera,,33,H,M,
611,Houston PD,Christopher Thompson,,33,B,M,
612,Houston PD,Rogelio Carreon,,31,H,M,
613,Houston PD,Michael Hardt,,37,O,M,
614,Houston PD,Pedro Sandoval,,40,H,M,
615,Houston PD,Eric Athmejvar,,24,W,M,
616,Houston PD,Jose Falcon,,42,H,M,
617,Houston PD,Shayne Lameyer,Y,25,O,M,
618,Houston PD,Christopher Rohling,,30,W,M,
618,Houston PD,Jennifer Frank,,37,W,F,
619,Houston PD,Ricardo Cruz,,41,H,M,
620,Houston PD,Marcus Leonard,Y,40,B,M,
621,Houston PD,Jason Rice,,32,W,M,
622,Houston PD,Kevin Raven,,37,B,M,
622,Houston PD,Bryant Hall,,39,B,M,
623,Houston PD,Erick Garza,,27,H,M,
624,Houston PD,Rafael Baez,Y,40,H,M,
625,Houston PD,Tony Tomeo,,45,H,M,
626,Houston PD,Daniel Caballero,Y,24,H,M,Two-day suspension
627,Houston PD,Anthony Pisaro,,44,W,M,
627,Houston PD,Steven Hamala,,46,W,M,
628,Houston PD,John Horelica,,33,W,M,
629,Houston PD,Chad Nichols,,34,W,M,
629,Houston PD,Shelby Mcdonald,,43,W,M,
629,Houston PD,Pete Morales,,40,H,M,
630,Houston PD,Brenton Green,,43,B,M,
631,Houston PD,Frank Pierce,,39,A,M,
632,Houston PD,Mauricio Valle,,24,H,M,
633,Houston PD,Francisco Briones,,34,H,M,
633,Houston PD,Jose Estrada,,36,H,M,
634,Houston PD,Richard Massey,,31,W,M,
635,Killeen PD,Givon Emeana,,U,U,M,Fired
636,Killeen PD,Kyle Moore,,30,B,M,
637,Killeen PD,Unknown,,U,U,U,
638,Killeen PD,Unknown,,U,U,U,
639,Killeen PD,Ian O'Connor,,U,U,U,
640,Killeen PD,Marco Domingo,,U,U,U,
641,Killeen PD,Anthony Maskunas,,U,U,M,Fired
831,Corpus Christi PD,Ruben Ramirez,,U,U,U,
831,Corpus Christi PD,Andres Lopez,,U,U,U,
831,Corpus Christi PD,Eric Smith,,U,U,U,
643,Corpus Christi PD,Enrique Roman,,31,H,M,
643,Corpus Christi PD,Adam Villarreal,,53,H,M,
643,Corpus Christi PD,Katha McAlister,,U,W,F,
644,Corpus Christi PD,Rigoberto Montejano,,U,U,U,
644,Corpus Christi PD,Amador Gonzalez,,U,U,U,
830,Corpus Christi PD,Mark Tuley,,U,U,U,
830,Corpus Christi PD,Jesse Cruz,,U,U,U,
830,Corpus Christi PD,Tony Gonzalez,,U,U,U,
829,Corpus Christi PD,Amador Gonzales,,U,U,U,
829,Corpus Christi PD,Michael Goodman,,U,U,U,
828,Corpus Christi PD,Enrique Roman,,U,H,M,
827,Corpus Christi PD,Allan Miller,,U,U,U,
826,Corpus Christi PD,Unknown,,U,U,U,
826,Corpus Christi PD,Unknown,,U,U,U,
826,Corpus Christi PD,Unknown,,U,U,U,
826,Corpus Christi PD,Unknown,,U,U,U,
825,Corpus Christi PD,Douglas May,,U,U,U,
825,Corpus Christi PD,Adam Villarreal,,U,H,M,
825,Corpus Christi PD,Bob Dorsch,,U,U,U,
802,Corpus Christi PD,Chance Durbin,,40,W,M,
803,Corpus Christi PD,Unknown,,33,W,M,
809,Corpus Christi PD,Steven Gonzalez,,U,U,M,
800,Pearland PD,Unknown,,41,H,M,
806,Pasadena PD,Unknown,,U,U,U,
807,Pasadena PD,Unknown,,U,U,U,
808,Pasadena PD,Michael T. Martin,,U,W,M,Fired; Indicted; Not Guilty
